Loan_ID,Customer_ID,Customer_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Type,Salary,Other_Income,Loan_Amount,Product_Type,Credit_Score,Tenure_Months,Interest_Rate,EMI,Current_Status,Delinquency_Flag,Channel,Issue_Date,Region
L0355,C00355,53,Female,Single,0,Bachelors,Salaried,32274525,14260377,146568604,Education,732,48,23.64,15038009,Active,0,Branch,16-07-2025,Surabaya
L0356,C00356,29,Male,Single,0,High School,Salaried,16998768,13285935,17031401,BNPL,677,48,21.5,12774646,Delinquent,1,Online,12-05-2023,Medan
L0357,C00357,63,Female,Married,1,Bachelors,Self-Employed,36483019,13435230,85278047,Mortgage,778,36,10.85,16695184,Active,0,Branch,09-12-2022,Bandung
L0358,C00358,59,Female,Single,3,Masters,Contract,43556377,7986322,239865744,Auto,610,60,22.47,4456979,Active,0,Online,02-11-2024,Bandung
L0359,C00359,49,Male,Married,0,High School,Salaried,45477227,6637448,92493325,Auto,635,12,13.45,14532568,Active,0,Online,28-09-2023,Bali
L0360,C00360,62,Male,Single,2,Bachelors,Freelancer,23831264,11427391,479740963,Education,758,24,14.03,10798983,Active,0,Agent,22-08-2023,Surabaya
L0361,C00361,46,Male,Married,2,Bachelors,Salaried,22840908,7135580,361922943,Education,764,36,22.5,11276595,Delinquent,0,Partner,12-11-2024,Jakarta
L0362,C00362,55,Male,Married,1,Bachelors,Salaried,43293069,11759797,314857583,Personal,667,12,16.48,9184477,Active,0,Branch,28-11-2022,Surabaya
L0363,C00363,45,Female,Married,3,High School,Salaried,14332439,10261116,305349356,BNPL,649,36,10.2,16954637,Active,0,Online,03-04-2023,Surabaya
L0364,C00364,44,Female,Married,1,Masters,Salaried,42784445,11305977,367668542,Personal,598,36,13.9,14170997,Active,0,Online,21-07-2023,Surabaya
L0365,C00365,33,Male,Single,3,High School,Salaried,44627361,4802738,445894773,Personal,750,24,19.55,6662110,Active,0,Partner,31-12-2024,Bali
L0366,C00366,27,Female,Single,0,High School,Self-Employed,50017835,13589542,481412570,Mortgage,729,24,10.79,2318154,Closed,0,Online,15-08-2023,Bandung
L0367,C00367,56,Female,Married,0,Masters,Salaried,52118996,6779651,15408792,Auto,551,24,17.44,18593676,Active,0,Online,21-12-2024,Jakarta
L0368,C00368,40,Female,Divorced,0,Masters,Freelancer,17262299,13155197,317231930,Education,773,48,19.12,11553333,Active,0,Online,02-05-2025,Surabaya
L0369,C00369,21,Female,Married,0,High School,Salaried,34589295,7871490,217386911,Personal,669,36,13.5,3564660,Delinquent,0,Branch,27-05-2024,Jakarta
L0370,C00370,28,Male,Married,2,High School,Salaried,9051939,144375,158823667,Auto,727,24,19.1,8331426,Active,0,Online,06-07-2024,Surabaya
L0371,C00371,36,Male,Married,2,High School,Self-Employed,34665191,7673919,202520529,Education,794,12,22.15,6420278,Closed,1,Online,13-01-2023,Bandung
L0372,C00372,34,Female,Married,1,High School,Salaried,39424385,5713948,19555821,Education,672,12,15.55,5236901,Active,0,Partner,06-03-2024,Jakarta
L0373,C00373,32,Male,Single,3,High School,Salaried,32749097,4229491,94793233,Personal,635,12,14.13,9058630,Active,0,Branch,27-02-2024,Medan
L0374,C00374,43,Male,Married,0,High School,Self-Employed,41652488,8060426,180486820,Personal,720,60,12.02,18647886,Closed,0,Online,12-12-2023,Bandung
L0375,C00375,35,Male,Divorced,0,Bachelors,Freelancer,39268238,5183584,342424985,Mortgage,626,12,17.67,6990026,Delinquent,0,Partner,23-04-2024,Jakarta
L0376,C00376,48,Female,Single,3,Masters,Self-Employed,28776460,9045861,155607163,Personal,685,48,22.08,2352471,Active,0,Online,28-10-2022,Surabaya
L0377,C00377,54,Female,Married,3,Bachelors,Self-Employed,35325526,5911993,347467618,Education,608,60,13.19,13669890,Active,0,Branch,12-11-2022,Surabaya
L0378,C00378,22,Female,Single,1,Bachelors,Self-Employed,59525264,3183818,173419975,Education,742,12,14.34,4425565,Active,0,Branch,01-02-2024,Bandung
L0379,C00379,52,Male,Married,3,High School,Freelancer,52135997,11468186,74627603,Personal,758,36,14.51,4314497,Active,0,Online,13-02-2023,Bandung
L0380,C00380,43,Female,Single,0,PhD,Salaried,21258427,1518560,455117621,Personal,561,72,16.97,11842428,Active,0,Online,16-06-2024,Surabaya
L0381,C00381,42,Female,Married,0,Masters,Salaried,21291969,1894420,212119017,Personal,553,60,11.65,16365416,Closed,0,Partner,18-08-2025,Jakarta
L0382,C00382,45,Male,Married,0,Masters,Salaried,58770835,7069222,130551509,Education,666,36,21.16,8666001,Active,0,Agent,24-09-2024,Medan
L0383,C00383,42,Female,Single,0,Masters,Salaried,45228538,7658206,233440338,Personal,754,48,12.73,6635499,Active,1,Branch,22-07-2025,Bali
L0384,C00384,42,Female,Married,0,Masters,Self-Employed,10216813,541797,341060125,Auto,644,60,19.29,19657630,Active,0,Online,27-03-2023,Bandung
L0385,C00385,62,Male,Married,1,Bachelors,Self-Employed,32923330,12651565,498106036,Auto,674,24,16.21,9626686,Active,0,Online,19-11-2022,Surabaya
L0386,C00386,26,Male,Divorced,0,High School,Salaried,39305206,9080897,482763227,Auto,590,60,17.37,15279147,Closed,0,Online,20-04-2023,Jakarta
L0387,C00387,35,Male,Single,1,Bachelors,Salaried,58689611,11926106,26829282,Personal,672,36,10.87,3885201,Active,1,Online,26-01-2025,Bandung
L0388,C00388,63,Female,Single,0,Masters,Self-Employed,22702209,8305827,46025578,Personal,556,36,19.76,1043016,Active,0,Branch,19-11-2023,Jakarta
L0389,C00389,57,Female,Single,2,Masters,Salaried,55685439,6557642,384357770,Education,764,72,11.02,2334996,Restructured,0,Branch,08-12-2023,Bandung
L0390,C00390,53,Female,Divorced,2,Bachelors,Self-Employed,33606051,5436526,234513822,Education,765,60,9.82,13076583,Active,0,Online,24-04-2024,Surabaya
L0391,C00391,28,Male,Divorced,2,High School,Salaried,56716173,7639377,167724143,Mortgage,618,36,16.75,4698538,Active,0,Online,15-11-2023,Jakarta
L0392,C00392,64,Male,Married,2,Bachelors,Salaried,52516431,1796218,451721830,Personal,618,12,19.35,6646049,Active,0,Branch,21-07-2023,Surabaya
L0393,C00393,64,Female,Married,1,Masters,Salaried,58849426,12072640,51773155,Personal,630,48,8.8,1026567,Restructured,0,Online,06-12-2022,Jakarta
L0394,C00394,25,Female,Married,1,Bachelors,Salaried,38670652,10772926,450390621,Mortgage,579,48,9.11,10499892,Restructured,0,Agent,28-07-2023,Bandung
L0395,C00395,59,Male,Married,3,Bachelors,Freelancer,5221421,14387810,225036502,Personal,622,48,20.84,11611966,Active,0,Branch,26-10-2023,Bali
L0396,C00396,24,Male,Single,0,High School,Freelancer,30515141,552226,122804235,Education,555,72,20.94,5741152,Active,0,Partner,13-10-2024,Bali
L0397,C00397,26,Male,Married,2,Bachelors,Self-Employed,34086911,7514782,388498574,Mortgage,638,60,11.92,15214166,Delinquent,0,Partner,06-11-2024,Medan
L0398,C00398,52,Male,Single,1,Masters,Salaried,33093795,5098907,158926878,Personal,696,36,17.84,4795788,Active,0,Partner,12-10-2022,Medan
L0399,C00399,50,Female,Married,0,Bachelors,Salaried,47975509,8649318,190241322,Education,757,12,15.09,16634228,Active,0,Online,12-12-2024,Surabaya
L0400,C00400,55,Male,Married,0,Masters,Self-Employed,18938810,9669504,14171364,Education,762,36,18.12,14938736,Delinquent,1,Agent,09-12-2022,Jakarta
L0401,C00401,60,Female,Married,1,Bachelors,Self-Employed,25436213,7139608,335184164,Personal,615,48,21.81,17310733,Active,0,Online,17-08-2025,Medan
L0402,C00402,36,Female,Single,2,Bachelors,Salaried,20300317,7707690,37101646,Auto,559,48,9.28,11721869,Active,1,Online,12-09-2022,Bandung
L0403,C00403,33,Female,Single,3,High School,Salaried,17930098,7003621,32139420,Personal,693,36,20.45,3593103,Delinquent,0,Branch,16-12-2022,Bali
L0404,C00404,62,Male,Single,0,Masters,Self-Employed,23194407,10429011,180346097,Personal,586,36,15.89,19965625,Active,0,Online,02-05-2024,Jakarta
L0405,C00405,50,Male,Single,3,Bachelors,Salaried,25124742,3803074,310633706,Personal,756,24,17.03,1528742,Active,0,Online,22-06-2024,Bali
L0406,C00406,39,Male,Single,2,Bachelors,Salaried,42032415,7416510,342789657,Auto,626,24,18.46,1022873,Active,0,Online,16-07-2025,Jakarta
L0407,C00407,37,Male,Divorced,2,Bachelors,Salaried,51374447,12534834,282633195,Education,626,36,22.76,17381304,Active,0,Online,01-03-2024,Medan
L0408,C00408,39,Female,Married,3,Masters,Salaried,29886290,14036865,87433985,Auto,581,24,8.91,17614131,Active,0,Branch,26-01-2025,Medan
L0409,C00409,48,Male,Single,2,High School,Freelancer,56021573,9326801,449513358,Personal,786,24,8.47,5422801,Active,0,Online,25-01-2024,Surabaya
L0410,C00410,46,Male,Single,0,Masters,Contract,21615507,7467133,67338099,Mortgage,596,24,10.85,5835805,Closed,0,Branch,15-11-2022,Jakarta
L0411,C00411,57,Female,Married,3,High School,Salaried,49129434,9794027,162465795,Personal,659,36,23.78,18482555,Delinquent,0,Agent,22-11-2023,Bandung
L0412,C00412,46,Male,Married,2,Bachelors,Salaried,37881204,12250620,329480021,BNPL,749,12,19.44,8889785,Active,0,Branch,21-09-2022,Medan
L0413,C00413,43,Female,Married,3,High School,Salaried,47990186,9931711,259936689,Auto,720,60,17.83,10622156,Closed,0,Branch,14-06-2023,Surabaya
L0414,C00414,29,Female,Divorced,0,Bachelors,Salaried,31368356,3507145,491086629,Personal,759,36,8.75,14166999,Closed,1,Agent,07-05-2025,Medan
L0415,C00415,32,Female,Married,2,Bachelors,Salaried,52989551,1778244,63268246,Personal,669,48,22.07,11100846,Closed,1,Online,14-06-2025,Bali
L0416,C00416,21,Female,Divorced,0,High School,Self-Employed,58013126,12290824,437196474,Mortgage,713,48,21,13952344,Active,0,Branch,23-10-2023,Medan
L0417,C00417,21,Female,Married,2,Bachelors,Salaried,21310714,4782337,232590553,Personal,703,24,18.64,1243761,Delinquent,0,Partner,05-04-2023,Jakarta
L0418,C00418,54,Female,Single,1,Masters,Salaried,41547652,11530145,151077362,Mortgage,559,36,13.43,13825733,Active,1,Agent,13-03-2023,Surabaya
L0419,C00419,52,Female,Divorced,2,High School,Salaried,47703370,1180859,402450890,Personal,708,72,9.13,18212701,Active,1,Branch,18-07-2024,Jakarta
L0420,C00420,45,Female,Single,3,Masters,Salaried,41487310,12976357,423698971,Personal,646,48,17.28,7633381,Active,0,Online,15-12-2022,Bandung
L0421,C00421,60,Male,Married,2,Bachelors,Salaried,41384959,11915452,489602167,Auto,706,72,19.52,14507165,Closed,1,Agent,15-10-2023,Bandung
L0422,C00422,21,Male,Single,0,Bachelors,Salaried,44727481,6733214,465685825,Education,554,48,9.51,7170205,Active,0,Online,12-08-2025,Medan
L0423,C00423,36,Male,Married,0,High School,Contract,28591492,1980425,475576058,Education,626,24,18.14,11076728,Active,0,Online,07-05-2023,Surabaya
L0424,C00424,59,Male,Married,2,High School,Salaried,19942742,7441521,14007324,Personal,550,12,12.58,8176185,Closed,0,Online,01-07-2023,Surabaya
L0425,C00425,25,Female,Married,3,High School,Salaried,38384116,13139019,152421220,Personal,764,36,20.23,7001827,Delinquent,0,Branch,04-08-2025,Surabaya
L0426,C00426,42,Male,Married,1,High School,Freelancer,22599780,14727843,38085521,Personal,781,36,16.63,16965527,Closed,1,Partner,28-08-2024,Surabaya
L0427,C00427,49,Female,Single,3,High School,Contract,46796616,8077813,195190838,Auto,680,24,10.06,3522189,Active,0,Partner,19-01-2025,Medan
L0428,C00428,23,Male,Single,1,Bachelors,Salaried,49338446,7694420,419091069,Auto,616,60,16.42,1942151,Active,0,Partner,24-04-2023,Jakarta
L0429,C00429,32,Male,Married,0,Masters,Freelancer,43598748,9850350,62658737,Education,748,36,14.33,14844545,Closed,0,Online,07-10-2024,Medan
L0430,C00430,46,Male,Single,3,Masters,Salaried,27435781,2941616,127985165,Education,777,24,10.89,1476015,Active,0,Branch,10-08-2024,Jakarta
L0431,C00431,36,Female,Married,1,Bachelors,Salaried,42026320,2474370,492646133,Personal,712,60,21.46,1876611,Closed,0,Partner,09-04-2023,Bali
L0432,C00432,57,Male,Single,2,High School,Salaried,15531993,5604297,132947273,Auto,564,60,8.18,8429174,Active,1,Branch,12-06-2024,Bali
L0433,C00433,42,Female,Divorced,0,High School,Self-Employed,49011924,7105924,10393186,BNPL,781,36,12.99,15707667,Delinquent,0,Agent,24-11-2023,Jakarta
L0434,C00434,49,Female,Married,2,Bachelors,Self-Employed,46092244,2078937,315745378,BNPL,744,60,8.2,4427495,Active,0,Partner,26-10-2024,Medan
L0435,C00435,34,Male,Married,0,High School,Salaried,41103032,12129980,224249866,Personal,642,60,9.54,7860184,Active,1,Branch,05-12-2023,Bandung
L0436,C00436,48,Male,Single,3,Bachelors,Salaried,10198245,14825428,352615742,Personal,579,36,12.75,9744578,Delinquent,0,Online,30-06-2025,Medan
L0437,C00437,25,Male,Married,3,Bachelors,Self-Employed,33870249,8915948,214630891,Auto,652,12,8.87,19563957,Active,1,Branch,20-07-2024,Bandung
L0438,C00438,50,Female,Divorced,0,Bachelors,Salaried,50859287,1355097,182731851,Personal,631,12,17.55,9375065,Active,0,Agent,28-06-2025,Medan
L0439,C00439,25,Male,Married,0,Bachelors,Salaried,23762620,2055397,217859522,Personal,624,36,9.39,17195367,Delinquent,0,Online,02-09-2025,Surabaya
L0440,C00440,32,Female,Married,0,Masters,Self-Employed,45342134,9636094,226135348,Personal,720,24,19.23,2972645,Active,0,Partner,16-04-2024,Surabaya
L0441,C00441,36,Female,Married,3,Masters,Self-Employed,7126861,10815723,438581798,Mortgage,790,72,8.84,5151235,Active,1,Online,23-01-2023,Bali
L0442,C00442,46,Male,Single,1,Bachelors,Self-Employed,42333769,10337305,280185549,Personal,609,48,8.95,13388242,Active,0,Branch,27-08-2023,Bali
L0443,C00443,46,Male,Married,2,Masters,Freelancer,40606155,13608519,32993847,Personal,779,48,12.89,18214754,Active,0,Branch,19-01-2025,Jakarta
L0444,C00444,41,Female,Single,2,PhD,Salaried,28066405,13778180,277777435,Personal,589,72,22.35,3224615,Active,0,Branch,24-04-2023,Bandung
L0445,C00445,59,Female,Single,3,Bachelors,Self-Employed,56380587,1079037,246101706,BNPL,742,60,18.26,2150112,Closed,0,Partner,25-03-2025,Surabaya
L0446,C00446,56,Female,Single,2,Bachelors,Self-Employed,43243565,12341518,149460902,BNPL,706,24,20.32,10195168,Closed,0,Online,24-01-2023,Medan
L0447,C00447,53,Male,Single,0,Bachelors,Salaried,9178465,13598842,344462744,Auto,623,24,10.26,10689165,Active,1,Online,31-12-2023,Jakarta
L0448,C00448,50,Female,Single,1,Masters,Salaried,30562280,4151951,432325418,Auto,769,48,21.35,12865481,Active,1,Partner,20-04-2024,Medan
L0449,C00449,57,Male,Single,2,Masters,Salaried,44262729,3155200,57486162,Education,670,36,8.13,11415643,Delinquent,0,Online,24-04-2023,Surabaya
L0450,C00450,43,Female,Divorced,1,High School,Salaried,36502969,855695,184592559,Personal,772,36,11.41,11084963,Restructured,0,Branch,26-01-2025,Surabaya
L0451,C00451,30,Female,Married,0,Bachelors,Self-Employed,37769936,112036,379706069,Personal,696,48,17.86,15560655,Active,0,Online,26-04-2024,Surabaya
L0452,C00452,25,Male,Divorced,2,Bachelors,Freelancer,56230352,12771586,137930043,Personal,552,60,14,8945982,Delinquent,0,Online,24-04-2023,Surabaya
L0453,C00453,56,Female,Married,3,Bachelors,Salaried,50704130,10773427,216905715,Personal,585,36,23.75,2048581,Closed,1,Branch,29-09-2023,Medan
L0454,C00454,54,Male,Single,1,High School,Salaried,30340861,3831854,229797483,Personal,592,48,8.49,14865640,Active,1,Partner,18-08-2025,Jakarta
L0455,C00455,51,Male,Married,0,Masters,Contract,10243762,889694,78083167,Education,692,24,23.98,14900670,Active,1,Online,23-04-2023,Surabaya
L0456,C00456,30,Female,Married,1,Bachelors,Salaried,13231691,590348,460643094,Mortgage,774,48,17.98,17521486,Active,0,Online,06-11-2024,Bali
L0457,C00457,39,Male,Single,2,Masters,Salaried,49819302,11149519,69040836,Auto,718,12,16.94,6638702,Delinquent,0,Online,14-08-2025,Jakarta
L0458,C00458,52,Male,Married,2,Masters,Salaried,34348355,9760054,30030723,Education,784,60,8.95,1802914,Closed,0,Branch,31-03-2023,Bali
L0459,C00459,21,Female,Single,3,Masters,Salaried,16660201,7695082,274890331,Personal,664,12,12.37,4497859,Closed,0,Online,27-06-2023,Medan
L0460,C00460,25,Male,Married,0,Bachelors,Salaried,47972556,11813012,499415501,Personal,658,48,22.79,7514329,Active,0,Branch,08-03-2023,Surabaya
L0461,C00461,24,Male,Married,0,Bachelors,Salaried,23473825,9297729,332398151,Auto,639,12,13.67,15700939,Closed,1,Partner,13-10-2023,Jakarta
L0462,C00462,36,Male,Single,3,High School,Salaried,25346985,12009909,149190792,Mortgage,757,24,18.59,12809537,Closed,1,Branch,31-10-2024,Surabaya
L0463,C00463,44,Female,Single,3,Bachelors,Salaried,42164116,10528922,352392440,Personal,713,36,23.99,16144738,Delinquent,1,Online,01-07-2023,Surabaya
L0464,C00464,36,Male,Married,0,High School,Salaried,38583317,4066981,489187314,Auto,774,36,12.21,9214025,Active,1,Branch,17-03-2023,Jakarta
L0465,C00465,22,Female,Married,1,Bachelors,Salaried,38201272,4467801,295693346,Mortgage,633,24,17.22,19115439,Closed,0,Agent,14-03-2023,Surabaya
L0466,C00466,48,Female,Single,1,High School,Self-Employed,9590723,10598073,250201828,Mortgage,626,24,19.14,12635432,Active,0,Online,03-06-2025,Surabaya
L0467,C00467,52,Male,Divorced,3,High School,Freelancer,24589969,10514237,115411220,Mortgage,710,48,10.63,12522730,Closed,0,Online,25-01-2023,Bandung
L0468,C00468,47,Male,Single,1,High School,Salaried,43144196,14311418,83793465,Personal,554,48,10.38,13105236,Closed,0,Branch,25-12-2022,Bandung
L0469,C00469,40,Male,Married,0,High School,Salaried,8129985,2183525,236014865,Personal,778,12,15.3,16564814,Active,0,Online,28-06-2023,Jakarta
L0470,C00470,44,Female,Divorced,2,Masters,Self-Employed,56710987,12463277,236885472,Auto,627,48,14.17,10005908,Closed,0,Branch,24-09-2024,Jakarta
L0471,C00471,32,Male,Single,2,Masters,Salaried,57450384,693464,374993479,Personal,640,12,19.43,5881083,Active,0,Partner,25-06-2024,Surabaya
L0472,C00472,55,Male,Single,1,Bachelors,Salaried,15232137,9107338,13612914,Education,636,36,9.11,12214815,Delinquent,0,Branch,24-10-2023,Bali
L0473,C00473,53,Male,Single,3,High School,Self-Employed,56151621,1577415,136012144,Auto,563,24,23.55,17342774,Active,0,Branch,26-05-2023,Jakarta
L0474,C00474,53,Male,Single,3,High School,Freelancer,24427719,4262663,244115583,Personal,653,36,8.23,16306756,Closed,0,Branch,02-08-2025,Surabaya
L0475,C00475,63,Male,Single,3,High School,Freelancer,6118844,3593824,381255850,Mortgage,745,24,17.62,12271368,Delinquent,0,Online,08-02-2023,Bali
L0476,C00476,57,Female,Married,3,High School,Salaried,49820786,4668223,158347998,Auto,780,72,17,8679124,Active,0,Online,21-08-2024,Bandung
L0477,C00477,32,Female,Single,3,Masters,Self-Employed,17184842,8036837,61276001,Personal,793,24,10.16,16740395,Active,0,Partner,06-08-2024,Jakarta
L0478,C00478,23,Male,Married,1,High School,Salaried,44255480,1358356,55352453,BNPL,632,24,10.41,19602995,Active,1,Agent,11-05-2024,Surabaya
L0479,C00479,21,Male,Divorced,2,Bachelors,Self-Employed,42448574,1515719,125996885,BNPL,724,24,20.68,17108769,Active,0,Partner,02-12-2023,Bandung
L0480,C00480,53,Male,Married,2,High School,Salaried,28239496,4141426,52994381,Mortgage,603,60,22.2,15240329,Active,0,Agent,14-08-2025,Medan
L0481,C00481,60,Male,Married,1,High School,Salaried,12042049,9204725,274546370,Personal,681,48,12.53,7548216,Closed,0,Online,25-05-2024,Bandung
L0482,C00482,30,Female,Single,3,Bachelors,Self-Employed,32133578,837566,41822219,Auto,771,48,15.01,7235111,Delinquent,1,Online,15-03-2023,Surabaya
L0483,C00483,63,Male,Married,1,Bachelors,Salaried,53835195,6642516,206768355,Mortgage,760,60,13.68,12337879,Delinquent,0,Online,01-04-2023,Bali
L0484,C00484,64,Female,Married,2,High School,Salaried,20838516,9545151,317858443,Personal,644,60,9.16,6065719,Active,1,Online,24-07-2023,Medan
L0485,C00485,49,Female,Married,0,High School,Freelancer,44781091,8483063,322202476,Personal,772,48,18.77,3143781,Closed,1,Partner,29-09-2024,Medan
L0486,C00486,33,Male,Single,1,Bachelors,Salaried,48189769,8123155,360717761,BNPL,558,24,21.2,12178487,Delinquent,1,Agent,23-04-2024,Medan
L0487,C00487,32,Female,Married,3,High School,Salaried,7781652,9898247,305568129,Personal,602,60,12.88,5141042,Active,0,Partner,30-11-2024,Jakarta
L0488,C00488,51,Female,Married,2,High School,Salaried,40645651,1223981,431152142,Mortgage,626,24,23.84,2519546,Active,0,Branch,24-04-2025,Surabaya
L0489,C00489,22,Female,Single,2,PhD,Self-Employed,37121967,2336798,411564054,Auto,755,48,9.21,19832624,Active,0,Online,26-09-2022,Medan
L0490,C00490,55,Female,Single,2,Bachelors,Self-Employed,42772067,12772849,43295260,Auto,796,48,18.59,19156449,Delinquent,0,Online,09-02-2023,Bandung
L0491,C00491,43,Male,Married,2,Bachelors,Salaried,34383132,10958072,375578064,Personal,609,48,15.17,16656982,Active,0,Online,09-03-2023,Bali
L0492,C00492,37,Male,Married,3,Bachelors,Self-Employed,50327209,2158344,483057501,BNPL,595,36,15.15,13489770,Closed,1,Branch,18-04-2023,Surabaya
L0493,C00493,46,Female,Married,0,Bachelors,Salaried,33715260,6483214,418523931,Personal,603,48,15.32,4451345,Active,1,Branch,01-03-2024,Bandung
L0494,C00494,28,Male,Married,2,Bachelors,Self-Employed,13836621,835165,72345869,Auto,623,72,12.14,2717222,Restructured,0,Agent,24-11-2022,Jakarta
L0495,C00495,49,Male,Single,1,Bachelors,Salaried,57617967,11769497,104411179,Mortgage,661,12,19.45,17977427,Active,0,Partner,02-11-2024,Medan
L0496,C00496,46,Male,Married,0,Masters,Salaried,5931253,13395337,236333648,Mortgage,644,24,19.55,13638828,Closed,1,Online,12-10-2022,Bandung
L0497,C00497,30,Male,Married,2,High School,Freelancer,52799252,1734428,77413407,Education,714,48,12.52,10061568,Active,0,Online,27-10-2024,Surabaya
L0498,C00498,46,Male,Single,0,Bachelors,Salaried,40398485,3822069,173359725,Auto,572,72,21.36,3095383,Active,0,Branch,01-06-2025,Bandung
L0499,C00499,54,Female,Single,1,Bachelors,Salaried,53516756,12869199,482874309,Personal,576,12,13.07,11670977,Closed,0,Online,21-02-2025,Jakarta
L0500,C00500,61,Male,Married,2,Masters,Salaried,55874603,10432291,212783090,Education,619,12,19.6,18644697,Restructured,0,Partner,29-03-2025,Bali
L0501,C00501,27,Male,Single,1,Bachelors,Contract,18968689,3144787,395783127,Mortgage,767,12,9.94,5396054,Active,0,Branch,11-08-2024,Medan
L0502,C00502,24,Male,Married,3,Bachelors,Salaried,36007197,8346988,55640965,Personal,743,12,10.7,19045646,Active,0,Online,25-12-2023,Surabaya
L0503,C00503,31,Male,Single,2,High School,Salaried,52213222,2812789,39334810,Personal,658,60,13.05,10135011,Active,0,Branch,21-03-2024,Medan
L0504,C00504,49,Female,Single,2,Bachelors,Salaried,16938835,11641380,98599377,BNPL,738,48,17.5,6578086,Active,0,Branch,01-04-2023,Medan
L0505,C00505,56,Female,Single,2,High School,Salaried,8307735,9942357,407355863,Personal,626,48,18.33,13515877,Active,0,Partner,21-05-2025,Medan
L0506,C00506,45,Female,Divorced,2,Bachelors,Salaried,15186886,10666822,321091428,Mortgage,728,36,14.34,14781922,Closed,0,Online,30-08-2024,Bandung
L0507,C00507,41,Female,Married,3,High School,Self-Employed,33474248,7992726,443540983,Auto,599,48,9.25,16250633,Delinquent,0,Partner,09-04-2025,Bandung
L0508,C00508,56,Male,Divorced,2,Bachelors,Contract,30538969,8844712,86478743,Personal,673,24,13.98,10219892,Active,0,Branch,13-03-2023,Bali
L0509,C00509,30,Female,Married,0,High School,Salaried,16842981,2166503,327876069,Mortgage,568,36,19.02,17506621,Active,1,Partner,16-05-2024,Jakarta
L0510,C00510,57,Male,Single,2,Bachelors,Salaried,40607845,8045391,150641569,Personal,550,36,18.74,11140380,Active,0,Online,13-04-2024,Surabaya
L0511,C00511,29,Male,Married,3,Masters,Salaried,28463157,8622693,278354606,Auto,589,12,10.56,15160371,Active,0,Branch,18-05-2024,Bandung
L0512,C00512,44,Male,Married,2,High School,Salaried,18377212,9146779,19380814,Auto,709,36,8.12,12680810,Active,1,Branch,04-08-2024,Medan
L0513,C00513,55,Male,Married,0,Bachelors,Freelancer,30851435,498095,297450826,Auto,571,24,20.05,14626214,Active,1,Branch,24-01-2025,Jakarta
L0514,C00514,55,Male,Single,3,Bachelors,Salaried,20020117,10556069,68723541,Mortgage,661,12,9.7,9650353,Active,1,Partner,09-03-2025,Surabaya
L0515,C00515,56,Female,Married,3,High School,Salaried,40211819,13269005,142506357,BNPL,770,12,9.32,6963523,Active,0,Branch,26-10-2023,Surabaya
L0516,C00516,38,Female,Single,0,Masters,Self-Employed,41345673,9556340,79766167,Mortgage,743,48,8.04,8694852,Active,0,Partner,03-04-2024,Surabaya
L0517,C00517,59,Female,Single,0,High School,Salaried,46592253,10823904,205971345,Personal,589,12,14.92,19523875,Active,1,Online,03-12-2022,Surabaya
L0518,C00518,52,Female,Married,0,Bachelors,Self-Employed,56552633,9879032,405969067,Personal,587,60,16.05,5940952,Active,1,Partner,16-03-2025,Bali
L0519,C00519,44,Male,Married,0,Bachelors,Salaried,16967877,8410184,412150219,Auto,597,12,18.2,14689610,Delinquent,1,Online,25-05-2023,Surabaya
L0520,C00520,43,Female,Single,0,Bachelors,Freelancer,30511568,12061944,372091832,Education,732,48,12.74,8046305,Closed,0,Partner,25-06-2023,Jakarta
L0521,C00521,52,Male,Single,3,Bachelors,Freelancer,32009265,11151870,353868778,BNPL,624,60,19.37,16961301,Delinquent,0,Agent,08-05-2025,Bandung
L0522,C00522,57,Female,Married,3,High School,Self-Employed,7604325,11113050,321480987,BNPL,758,60,10.71,17381837,Active,0,Online,01-07-2024,Jakarta
L0523,C00523,32,Male,Married,2,High School,Contract,7761623,3330263,486425191,Personal,732,60,21.31,4156390,Active,0,Branch,31-03-2025,Medan
L0524,C00524,33,Male,Married,2,Masters,Salaried,57008498,7366604,346210299,Auto,728,24,17.15,15087705,Active,0,Branch,29-04-2023,Bali
L0525,C00525,43,Female,Divorced,1,Bachelors,Salaried,36258889,13618777,15446342,Auto,656,24,17.34,13116906,Active,0,Online,19-11-2023,Bali
L0526,C00526,45,Male,Married,2,Masters,Self-Employed,8783799,13911580,128224790,Personal,737,36,11.36,16078179,Closed,0,Branch,22-05-2024,Medan
L0527,C00527,55,Male,Single,2,Masters,Salaried,20940295,3665842,91635284,Personal,557,12,9.19,3912166,Active,0,Online,15-05-2023,Jakarta
L0528,C00528,61,Female,Married,0,Masters,Salaried,44264148,11126576,203445537,Education,635,12,15.44,11469052,Active,0,Partner,29-12-2022,Jakarta
L0529,C00529,50,Male,Married,0,Bachelors,Salaried,15245367,2791338,103251466,Personal,617,60,17.85,6890681,Active,1,Partner,08-07-2024,Medan
L0530,C00530,37,Female,Single,2,Bachelors,Salaried,38177669,10574811,118469717,Personal,624,36,9.52,8513317,Active,1,Partner,01-09-2024,Surabaya
L0531,C00531,40,Female,Married,1,Masters,Salaried,25664148,11300059,64416105,Personal,749,48,23.21,7105183,Restructured,0,Branch,24-02-2025,Surabaya
L0532,C00532,45,Female,Single,0,Bachelors,Salaried,5432184,3337031,398346530,Education,686,60,23.69,18637729,Active,0,Partner,06-10-2023,Bandung
